Rank,Competidor,Rating
702,DANIEL BARRY,0.02613
703,SCOTT RASMUSSEN,0.01966
704,RUSLAN JANGAZOV,0.01966
705,IOVENITTI MATTEO,0.01603
706,MARIN MANDIC,0.01603
707,LAGNEUX-EMERY BENOIT,0.03061
708,ANDREAS PERDICARIS,0.03061
709,PATRIK MELIS,0.01068
710,DRAGO FRANCESCO,0.01068
711,SHUNSUKE KIMURA,0.04513
712,RAMON GONZALEZ,0.04513
713,ANDEL MICHAL,0.02606
714,AGANOVIC BENJAMIN,0.02606
715,VANGELOV DIMITAR,0.01702
716,PETER HURLEY,0.01702
717,BRYANT WOOD,0.0148
718,GABRIELE BESOZZI,0.0148
719,SMITH LEWIS,0.01927
720,CHRISTOS BOMPOTAS,0.01927
721,MINJE LEE,0.0449
722,KAZUSHI MIYATA,0.0449
723,WALEED AL SHARSHANI,0.04522
724,AUSTIN ROSS,0.04522
725,ANGELONI STEFANO,0.0408
726,ALASTAIR BROWN,0.0408
727,GIARGIA PAOLO,0.03697
728,SHIGEKI MIYAKO,0.03697
729,JOSE BARCELO SOTERAS,0.03811
730,KIRPOGLOU PANDELIS,0.03811
731,SIMON THOMAS,0.04689
732,RIKIZO YAMASHITA,0.04689
733,NIKOLOV DANIEL,0.03509
734,PRODIGO MARIO,0.03509
735,CHRISTOPHER MARSH,0.06285
736,TARKAN BOLAT,0.06285
737,AKIHIRO OKAWA,0.05357
738,STEPHEN LONG,0.05357
739,SIGURD TVEIT,0.0071
740,HAGELIN URBAN,0.0071
741,CARL LJUNGGREN,0.01405
742,MASANORI KUBO,0.01405
743,STEPHEN BOURDOW,0.02981
744,MICHALAK MILOSZ,0.02981
745,SCHILT CATAFAL PAU,0.02641
746,YOSHIHARU CHO,0.02641
747,IDRIS BOUHADDA,0.05067
748,SANTIAGO ROSELLO ROMERO,0.05067
749,GUILLONNEAU ARTHUR,0.02422
750,MANABU HOTTA,0.02422
751,TIJN VAN DER GULIK,0.02374
752,GALLEGO GIOVANNI,0.02374
753,GASPAR VILLALONGA ANTICH,0.01504
754,RICARDS ZVILNA,0.01504
755,CASPAR KOWALSKI,0.01244
756,IKUHIRO FUKUDA,0.01244
757,YORITOMO UEDA,0.00139
758,MOHRING CHRISTOPH,0.02685
759,OMAR METWALLY,0.05311
760,MICHAEL MCNEILL,0.05311
761,SHINYA SAKURAI,0.0302
762,BEKS STIJN,0.0302
763,LELO MANUEL,0.02454
764,DZIAHEL MAKSIM,0.02454
765,DAVID IZMAILOVSKY,0.03485
766,SHERIF MANSOUR,0.03485
767,MERCER BENNASAR MATEU,0.01918
768,DEN TEX CORNELIS,0.01918
769,DIMITRIOU GEORGE,0.0136
770,KACPER BLASZCZYK,0.0136
771,KEIZERS GREGORY LUCAS,0.0106
772,DE PAULI GIOVANNI,0.0106
773,KHAMEES EBRAHEEM ALHAMMADI,0.0303
774,ALBERTO DIVELLA,0.0303
775,SCOTT GITTENS,0.02353
776,ZANCHI NICOLO,0.02353
777,SECHI CLAUDIO,0.01077
778,SILLUTA HENRI,0.01077
779,ROSZYK HUBERT,0.03376
780,JULIA FORTEZA JORDI,0.03376
781,DANI CARDONA,0.03975
782,KAPTAN GUNEY,0.0412
783,ALEXIS GAYET,0.0412
784,JOSE MANUEL RUIZ IBANEZ,0.02484
785,DANIEL CONNORS,0.02484
786,MARINI MARCO,0.03661
787,FINN MULLEE,0.03661
788,MIGLIACCIO LORENZO,0.02913
789,ANGELINI ALESSANDRO,0.02913
790,KJELLSSON JACOB,0.05339
791,GARCIA PEDRO,0.05339
792,TWEEDLE CAMERON,0.01677
793,VIKTOR KATELIEV,0.02261
794,ARTIUKH NAZAR,0.02261
795,STOCCO ELIA,0.03903
796,FRY ZENO,0.03903
797,JAVIER CASALINS DONOSO,0.03686
798,JAVIER BALAGUER NUNEZ,0.03686
799,LEOPOLD BRANDL,0.03932
800,LIPCHENKO ANDRII,0.03932
801,STANISLAWSKI KACPER,0.02127
802,CASTELLI ALESSANDRO,0.02127
803,ROHWER JONAS,0.01773
804,PAPENTHIN HANNES,0.01773
805,ARVEDI FERRUCCIO,0.02931
806,FERNANDEZ DARDER MIGUEL,0.02931
807,MARC O'CONNOR CABAU,0.05095
808,HIMMEL JIRI,0.05095
809,COEMERT BAGCI AREN CAN,0.05115
810,ADRIANO GIMENEZ PALMERO,0.05298
811,SCHAEFFERLING NICO,0.05298
812,EASTMAN PEREZ JOHN ERIC,0.05108
813,HEINISCH AMIR,0.05108
814,PETKOVIC MARKO,0.05261
815,MOUCKA VITEZSLAV,0.05261
816,HENRY MOLE,0.12403
817,JOAN TUDELA PLA,0.12403
818,HSIU CHUAN CHIANG,0.01202
819,GRANADEIRO ANDRE,0.01202
820,BOSSI JEREMY,0.12348
821,EL-ZEINY OMAR,0.12348
822,IHEB HKIRI,0.01386
823,NICOLINI PIETRO,0.01386
824,CHIAPPE ANDREA,0.06346
825,SKYDSGAARD GUSTAV,0.04361
826,VALLESI CLAUDIO,0.04361
827,CHARFEDDINE SAIDI,0.05078
828,TSOTRAS ANTONIS,0.05507
