Rank,Competidor,Rating
712,RAMON GONZALEZ,0j
713,ANDEL MICHAL,0j
714,AGANOVIC BENJAMIN,0j
715,VANGELOV DIMITAR,0j
716,PETER HURLEY,0j
717,BRYANT WOOD,0j
718,GABRIELE BESOZZI,0j
719,SMITH LEWIS,0j
720,CHRISTOS BOMPOTAS,0j
721,MINJE LEE,0j
722,KAZUSHI MIYATA,0j
723,WALEED AL SHARSHANI,0j
724,AUSTIN ROSS,0j
725,ANGELONI STEFANO,0j
726,ALASTAIR BROWN,0j
727,GIARGIA PAOLO,0j
728,SHIGEKI MIYAKO,0j
729,JOSE BARCELO SOTERAS,0j
730,KIRPOGLOU PANDELIS,0j
731,SIMON THOMAS,0j
732,RIKIZO YAMASHITA,0j
733,NIKOLOV DANIEL,0j
734,PRODIGO MARIO,0j
735,CHRISTOPHER MARSH,0j
736,TARKAN BOLAT,0j
737,AKIHIRO OKAWA,0j
738,STEPHEN LONG,0j
739,SIGURD TVEIT,0j
740,HAGELIN URBAN,0j
741,CARL LJUNGGREN,0j
742,MASANORI KUBO,0j
743,STEPHEN BOURDOW,0j
744,MICHALAK MILOSZ,0j
745,SCHILT CATAFAL PAU,0j
746,YOSHIHARU CHO,0j
747,IDRIS BOUHADDA,0j
748,SANTIAGO ROSELLO ROMERO,0j
749,GUILLONNEAU ARTHUR,0j
750,MANABU HOTTA,0j
751,TIJN VAN DER GULIK,0j
752,GALLEGO GIOVANNI,0j
753,GASPAR VILLALONGA ANTICH,0j
754,RICARDS ZVILNA,0j
755,CASPAR KOWALSKI,0j
756,IKUHIRO FUKUDA,0j
757,YORITOMO UEDA,0j
758,MOHRING CHRISTOPH,0j
759,OMAR METWALLY,0j
760,MICHAEL MCNEILL,0j
761,SHINYA SAKURAI,0j
762,BEKS STIJN,0j
763,LELO MANUEL,0j
764,DZIAHEL MAKSIM,0j
765,DAVID IZMAILOVSKY,0j
766,SHERIF MANSOUR,0j
767,MERCER BENNASAR MATEU,0j
768,DEN TEX CORNELIS,0j
769,DIMITRIOU GEORGE,0j
770,KACPER BLASZCZYK,0j
771,KEIZERS GREGORY LUCAS,0j
772,DE PAULI GIOVANNI,0j
773,KHAMEES EBRAHEEM ALHAMMADI,0j
774,ALBERTO DIVELLA,0j
775,SCOTT GITTENS,0j
776,ZANCHI NICOLO,0j
777,SECHI CLAUDIO,0j
778,SILLUTA HENRI,0j
779,ROSZYK HUBERT,0j
780,JULIA FORTEZA JORDI,0j
781,DANI CARDONA,0j
782,KAPTAN GUNEY,0j
783,ALEXIS GAYET,0j
784,JOSE MANUEL RUIZ IBANEZ,0j
785,DANIEL CONNORS,0j
786,MARINI MARCO,0j
787,FINN MULLEE,0j
788,MIGLIACCIO LORENZO,0j
789,ANGELINI ALESSANDRO,0j
790,KJELLSSON JACOB,0j
791,GARCIA PEDRO,0j
792,TWEEDLE CAMERON,0j
793,VIKTOR KATELIEV,0j
794,ARTIUKH NAZAR,0j
795,STOCCO ELIA,0j
796,FRY ZENO,0j
797,JAVIER CASALINS DONOSO,0j
798,JAVIER BALAGUER NUNEZ,0j
799,LEOPOLD BRANDL,0j
800,LIPCHENKO ANDRII,0j
801,STANISLAWSKI KACPER,0j
802,CASTELLI ALESSANDRO,0j
803,ROHWER JONAS,0j
804,PAPENTHIN HANNES,0j
805,ARVEDI FERRUCCIO,0j
806,FERNANDEZ DARDER MIGUEL,0j
807,MARC O'CONNOR CABAU,0j
808,HIMMEL JIRI,0j
809,COEMERT BAGCI AREN CAN,0j
810,ADRIANO GIMENEZ PALMERO,0j
811,SCHAEFFERLING NICO,0j
812,EASTMAN PEREZ JOHN ERIC,0j
813,HEINISCH AMIR,0j
814,PETKOVIC MARKO,0j
815,MOUCKA VITEZSLAV,0j
816,HENRY MOLE,0j
817,JOAN TUDELA PLA,0j
818,HSIU CHUAN CHIANG,0j
819,GRANADEIRO ANDRE,0j
820,BOSSI JEREMY,0j
821,EL-ZEINY OMAR,0j
822,IHEB HKIRI,0j
823,NICOLINI PIETRO,0j
824,CHIAPPE ANDREA,0j
825,SKYDSGAARD GUSTAV,0j
826,VALLESI CLAUDIO,0j
827,CHARFEDDINE SAIDI,0j
828,TSOTRAS ANTONIS,0j
